10628.3765,10628.4665,10628.5880,10628.6375,10628.5805,10628.5940,10628.6630,10628.7770,10628.8790,10628.9300
10628.9570,10628.9705,10628.9180,10628.9195,10629.0305,10629.0305,10628.9195,10628.9180,10628.9705,10628.9570
10628.9570,10628.9705,10628.9180,10628.9195,10629.0305,10629.0305,10628.9195,10628.9180,10628.9705,10628.9570
10628.9570,10628.9705,10628.9180,10628.9195,10629.0305,10629.0305,10628.9195,10628.9180,10628.9705,10628.9570
10628.9570,10628.9705,10628.9180,10628.9195,10629.0305,10628.9660,10629.1130,10629.0755,10629.1295,10629.0335
10629.0635,10629.0530,10629.0905,10629.1145,10629.0440,10629.1325,10629.0395,10629.0260,10629.0365,10629.1415
10629.2105,10629.2690,10629.3830,10629.4415,10629.5030,10629.5030,10629.4415,10629.3830,10629.2690,10629.2105
10629.2105,10629.2690,10629.3830,10629.4415,10629.5030,10629.6605,10629.6830,10629.7190,10629.6590,10629.6365
10629.7040,10629.6965,10629.6335,10629.6200,10629.5720,10629.5315,10629.5045,10629.4955,10629.3950,10629.3665
10629.3935,10629.3695,10629.3800,10629.3755,10629.3845,10629.3635,10629.3725,10629.3815,10629.3965,10629.4115
10629.5435,10629.6785,10629.7685,10629.8000,10629.8360,10629.8420,10629.8330,10629.8765,10629.8375,10629.6965
10629.6830,10629.7130,10629.7430,10629.7850,10629.8000,10629.8870,10629.9965,10630.1345,10630.2050,10630.1090
10630.1465,10630.1615,10630.1990,10630.1885,10630.1270,10630.1270,10630.1885,10630.1990,10630.1615,10630.1465
10630.1465,10630.1615,10630.1990,10630.1885,10630.1270,10630.1450,10630.1480,10630.1735,10630.2095,10630.2725
10630.3550,10630.3385,10630.4015,10630.3565,10630.2635,10630.2695,10630.2170,10630.1285,10630.0760,10630.0385
10630.0190,10629.9815,10629.8615,10629.8495,10629.8870,10630.0460,10630.1060,10630.1765,10630.2590,10630.2455
10630.4225,10630.4525,10630.4855,10630.4630,10630.5425,10630.5425,10630.4630,10630.4855,10630.4525,10630.4225
10630.4225,10630.4525,10630.4855,10630.4630,10630.5425,10630.4945,10630.6835,10630.7840,10630.9145,10631.0150
10631.0195,10630.8290,10630.7930,10630.7885,10630.7405,10630.7795,10630.7450,10630.7660,10630.8380,10630.7855
10630.8680,10630.8590,10630.8260,10630.7855,10630.8545,10630.8545,10630.7855,10630.8260,10630.8590,10630.8680
10630.8680,10630.8590,10630.8260,10630.7855,10630.8545,10630.8545,10630.7855,10630.8260,10630.8590,10630.8680
10630.8680,10630.8590,10630.8260,10630.7855,10630.8545,10630.8545,10630.8230,10630.8500,10630.8590,10630.8965
10630.8965,10630.9250,10631.0345,10630.9865,10631.0240,10631.0240,10630.9865,10631.0345,10630.9250,10630.8965
10630.8965,10630.9250,10631.0345,10630.9865,10631.0240,10631.1215,10631.1365,10631.1005,10631.0705,10631.1320
10631.1695,10631.1500,10631.0885,10631.1035,10631.1470,10631.1470,10631.1035,10631.0885,10631.1500,10631.1695
10631.1695,10631.1500,10631.0885,10631.1035,10631.1470,10631.1215,10631.0720,10631.0705,10631.0660,10631.1830
10631.2475,10631.3420,10631.3270,10631.3915,10631.4605,10631.4050,10631.4650,10631.5445,10631.6870,10631.7740
10631.9315,10631.8475,10631.7965,10631.5805,10631.4770,10631.4770,10631.5805,10631.7965,10631.8475,10631.9315
10631.9315,10631.8475,10631.7965,10631.5805,10631.4770,10631.1245,10631.0720,10630.9790,10630.9385,10630.7930
10630.7630,10630.7615,10630.8050,10630.7780,10630.8995,10630.9340,10630.9460,10630.9910,10631.0495,10631.0765
10631.1515,10631.1635,10631.2130,10631.2805,10631.3720,10631.4095,10631.4245,10631.3255,10631.3060,10631.3480
10631.4095,10631.4500,10631.5115,10631.5025,10631.4695,10631.4695,10631.5025,10631.5115,10631.4500,10631.4095
10631.4095,10631.4500,10631.5115,10631.5025,10631.4695,10631.4860,10631.4890,10631.5070,10631.5715,10631.6165
10631.7065,10631.7740,10631.8535,10631.8535,10631.8220,10631.8220,10631.8535,10631.8535,10631.7740,10631.7065
10631.7065,10631.7740,10631.8535,10631.8535,10631.8220,10631.9735,10631.9495,10631.8565,10631.8640,10631.8055
10631.7875,10631.7320,10631.6780,10631.7305,10631.6780,10631.6780,10631.7305,10631.6780,10631.7320,10631.7875
10631.7875,10631.7320,10631.6780,10631.7305,10631.6780,10631.6780,10631.7305,10631.6780,10631.7320,10631.7875
10631.7875,10631.7320,10631.6780,10631.7305,10631.6780,10631.7230,10631.7740,10631.7500,10631.7545,10631.7800
10631.7590,10631.7545,10631.7155,10631.7035,10631.6990,10631.7110,10631.7380,10631.8010,10631.8430,10631.9465
10631.8880,10631.8595,10631.8625,10631.8655,10631.8535,10631.8670,10631.8055,10631.8550,10631.7185,10631.6750
10631.6840,10631.6330,10631.6105,10631.6750,10631.7710,10631.8130,10631.8460,10631.8280,10631.8520,10631.9825
10632.0485,10632.1550,10632.1610,10632.3635,10632.3140,10632.3770,10632.4820,10632.5960,10632.6860,10632.8345
10633.0445,10633.1330,10633.3025,10633.4210,10633.4015,10633.4015,10633.4210,10633.3025,10633.1330,10633.0445
10633.0445,10633.1330,10633.3025,10633.4210,10633.4015,10633.4015,10633.4210,10633.3025,10633.1330,10633.0445
10633.0445,10633.1330,10633.3025,10633.4210,10633.4015,10633.5110,10633.6835,10633.7585,10633.8695,10633.9025
10633.9490,10633.9385,10633.9055,10633.9490,10633.9730,10634.0120,10633.9775,10633.9805,10633.9835,10634.0735
10634.1200,10634.1470,10634.2025,10634.3210,10634.4380,10634.6045,10634.6825,10634.9045,10634.9900,10635.1070
10635.2495,10635.3305,10635.3665,10635.5570,10635.5495,10635.4940,10635.5570,10635.6665,10635.7505,10635.9245
10636.1060,10636.2320,10636.4390,10636.5350,10636.6130,10636.6925,10636.7165,10636.7675,10636.8350,10636.9055
10636.9895,10637.0690,10637.0555,10637.2355,10637.3645,10637.3645,10637.2355,10637.0555,10637.0690,10636.9895
10636.9895,10637.0690,10637.0555,10637.2355,10637.3645,10637.5340,10637.7215,10637.8775,10637.9570,10638.0215
10638.1355,10638.2690,10638.4745,10638.5465,10638.7835,10638.7835,10638.5465,10638.4745,10638.2690,10638.1355
